"funnel_name","step_number","step_name","version","placement","script_name","script_kind","source_or_signal","file_path","notes","status"
"5-Day Keyboard Rich Challenge","14","$47 Checkout","A","body","CF Pro Tools Show Only These Products - $47 Checkout Split Test A","external_js","https://cdn.cfptaddons.com/42ae17ce-4efc-47d1-bfa8-8582d70c2405.js","funnels/5-day-keyboard-rich-challenge/14-47-checkout/version-a/body.html","Version A product visibility add-on.","identified"
"5-Day Keyboard Rich Challenge","14","$47 Checkout","A","body","Phone validation custom logic","inline_js","intlTelInput + IPinfo token f6106ad2dcab3d","funnels/5-day-keyboard-rich-challenge/14-47-checkout/version-a/body.html","Validates phone fields and writes intl-phone hidden field.","identified"
"5-Day Keyboard Rich Challenge","14","$47 Checkout","B","header","Phone validation stylesheet","stylesheet","intl-tel-input 17.0.8 CSS","funnels/5-day-keyboard-rich-challenge/14-47-checkout/version-b/header.html","Same header scripts as version A.","identified"
"5-Day Keyboard Rich Challenge","14","$47 Checkout","B","header","Phone validation library","external_js","intl-tel-input 17.0.8 JS","funnels/5-day-keyboard-rich-challenge/14-47-checkout/version-b/header.html","Same header scripts as version A.","identified"
"5-Day Keyboard Rich Challenge","14","$47 Checkout","B","body","ActiveCampaign site tracking","inline_js","diffuser-cdn.app-us1.com / account 252390389","funnels/5-day-keyboard-rich-challenge/14-47-checkout/version-b/body.html","Initializes vgo visitor tracking.","identified"
"5-Day Keyboard Rich Challenge","14","$47 Checkout","B","body","CF Pro Tools Show Only These Products - $47 Checkout Split Test B","external_js","https://cdn.cfptaddons.com/e037fa9d-b933-4827-9cc8-1d4b1449a44c.js","funnels/5-day-keyboard-rich-challenge/14-47-checkout/version-b/body.html","Version B product visibility add-on.","identified"
"5-Day Keyboard Rich Challenge","14","$47 Checkout","B","body","Phone validation custom logic","inline_js","intlTelInput + IPinfo token f6106ad2dcab3d","funnels/5-day-keyboard-rich-challenge/14-47-checkout/version-b/body.html","Validates phone fields and writes intl-phone hidden field.","identified"
"5-Day Keyboard Rich Challenge","15","VIP/Platinum OTO","A","header","Google Ads registration conversion","inline_js","AW-577876231/hAcOCP_Y_vIYEIfixpMC","funnels/5-day-keyboard-rich-challenge/15-vip-platinum-oto/version-a/header.html","gtag conversion for KRC Registration.","identified"
"5-Day Keyboard Rich Challenge","15","VIP/Platinum OTO","A","header","Everflow SDK","external_js","https://www.undjsk912is.com/scripts/sdk/everflow.js","funnels/5-day-keyboard-rich-challenge/15-vip-platinum-oto/version-a/header.html","Loads Everflow SDK.","identified"
"5-Day Keyboard Rich Challenge","15","VIP/Platinum OTO","A","header","Everflow conversion offer 24520","inline_js","EF.conversion offer_id 24520","funnels/5-day-keyboard-rich-challenge/15-vip-platinum-oto/version-a/header.html","Tracks Everflow conversion.","identified"
"5-Day Keyboard Rich Challenge","15","VIP/Platinum OTO","A","body","CF Pro Tools Vimeo Autoplay Unmute Restart 1","external_js","https://cdn.cfptaddons.com/e74fd7fe-3746-4724-900c-cd680ecbaced.js","funnels/5-day-keyboard-rich-challenge/15-vip-platinum-oto/version-a/body.html","Vimeo autoplay/unmute/restart add-on.","identified"
"5-Day Keyboard Rich Challenge","15","VIP/Platinum OTO","A","body","ActiveCampaign site tracking","inline_js","diffuser-cdn.app-us1.com / account 252390389","funnels/5-day-keyboard-rich-challenge/15-vip-platinum-oto/version-a/body.html","Initializes vgo visitor tracking.","identified"
"5-Day Keyboard Rich Challenge","15","VIP/Platinum OTO","B","header","Google Ads registration conversion","inline_js","AW-577876231/hAcOCP_Y_vIYEIfixpMC","funnels/5-day-keyboard-rich-challenge/15-vip-platinum-oto/version-b/header.html","Same as version A.","identified"
"5-Day Keyboard Rich Challenge","15","VIP/Platinum OTO","B","header","Everflow SDK","external_js","https://www.undjsk912is.com/scripts/sdk/everflow.js","funnels/5-day-keyboard-rich-challenge/15-vip-platinum-oto/version-b/header.html","Same as version A.","identified"
"5-Day Keyboard Rich Challenge","15","VIP/Platinum OTO","B","header","Everflow conversion offer 24520","inline_js","EF.conversion offer_id 24520","funnels/5-day-keyboard-rich-challenge/15-vip-platinum-oto/version-b/header.html","Same as version A.","identified"
"5-Day Keyboard Rich Challenge","15","VIP/Platinum OTO","B","header","Meta Purchase event","inline_js","fbq Purchase content_type krc-paid value 47 USD","funnels/5-day-keyboard-rich-challenge/15-vip-platinum-oto/version-b/header.html","Only present in version B.","identified"
"5-Day Keyboard Rich Challenge","15","VIP/Platinum OTO","B","body","CF Pro Tools Vimeo Autoplay Unmute Restart 1","external_js","https://cdn.cfptaddons.com/e74fd7fe-3746-4724-900c-cd680ecbaced.js","funnels/5-day-keyboard-rich-challenge/15-vip-platinum-oto/version-b/body.html","Body file matches version A.","identified"
"5-Day Keyboard Rich Challenge","15","VIP/Platinum OTO","B","body","ActiveCampaign site tracking","inline_js","diffuser-cdn.app-us1.com / account 252390389","funnels/5-day-keyboard-rich-challenge/15-vip-platinum-oto/version-b/body.html","Body file matches version A.","identified"
"5-Day Keyboard Rich Challenge","16","Regular Thank You","A","body","CF Pro Tools Vimeo Autoplay Unmute Restart 1","external_js","https://cdn.cfptaddons.com/e74fd7fe-3746-4724-900c-cd680ecbaced.js","funnels/5-day-keyboard-rich-challenge/16-regular-thank-you/version-a/body.html","No migrated header scripts beyond dataLayer marker.","identified"
"5-Day Keyboard Rich Challenge","16","Regular Thank You","A","body","ActiveCampaign site tracking","inline_js","diffuser-cdn.app-us1.com / account 252390389","funnels/5-day-keyboard-rich-challenge/16-regular-thank-you/version-a/body.html","Initializes vgo visitor tracking.","identified"
"5-Day Keyboard Rich Challenge","16","Regular Thank You","B","body","CF Pro Tools Vimeo Autoplay Unmute Restart 1","external_js","https://cdn.cfptaddons.com/e74fd7fe-3746-4724-900c-cd680ecbaced.js","funnels/5-day-keyboard-rich-challenge/16-regular-thank-you/version-b/body.html","Body file matches version A.","identified"
"5-Day Keyboard Rich Challenge","16","Regular Thank You","B","body","ActiveCampaign site tracking","inline_js","diffuser-cdn.app-us1.com / account 252390389","funnels/5-day-keyboard-rich-challenge/16-regular-thank-you/version-b/body.html","Body file matches version A.","identified"
"5-Day Keyboard Rich Challenge","17","Platinum Upgrade","A","header","Phone validation stylesheet","stylesheet","intl-tel-input 17.0.8 CSS","funnels/5-day-keyboard-rich-challenge/17-platinum-upgrade/version-a/header.html","Phone validation dependency.","identified"
"5-Day Keyboard Rich Challenge","17","Platinum Upgrade","A","header","Phone validation library","external_js","intl-tel-input 17.0.8 JS","funnels/5-day-keyboard-rich-challenge/17-platinum-upgrade/version-a/header.html","Phone validation dependency.","identified"
"5-Day Keyboard Rich Challenge","17","Platinum Upgrade","A","body","ActiveCampaign site tracking","inline_js","diffuser-cdn.app-us1.com / account 252390389","funnels/5-day-keyboard-rich-challenge/17-platinum-upgrade/version-a/body.html","Initializes vgo visitor tracking.","identified"
"5-Day Keyboard Rich Challenge","17","Platinum Upgrade","A","body","Phone validation custom logic","inline_js","intlTelInput + IPinfo token f6106ad2dcab3d","funnels/5-day-keyboard-rich-challenge/17-platinum-upgrade/version-a/body.html","Validates phone fields and writes intl-phone hidden field.","identified"
"5-Day Keyboard Rich Challenge","18","Sales Page","A","body","No migrated scripts found","none","","funnels/5-day-keyboard-rich-challenge/18-sales-page/version-a/body.html","Body placeholder only; header has dataLayer marker only.","identified"
"5-Day Keyboard Rich Challenge","19","Evergreen Replays","A","body","No migrated scripts found","none","","funnels/5-day-keyboard-rich-challenge/19-evergreen-replays/version-a/body.html","Body placeholder only; header has dataLayer marker only.","identified"
"5-Day Keyboard Rich Challenge","20","Sales Thank You","A","body","ActiveCampaign site tracking","inline_js","diffuser-cdn.app-us1.com / account 252390389","funnels/5-day-keyboard-rich-challenge/20-sales-thank-you/version-a/body.html","No migrated header scripts beyond dataLayer marker.","identified"
"5-Day Keyboard Rich Challenge","21","Waiting List Registration","A","body","ActiveCampaign site tracking","inline_js","diffuser-cdn.app-us1.com / account 252390389","funnels/5-day-keyboard-rich-challenge/21-waiting-list-registration/version-a/body.html","No migrated header scripts beyond dataLayer marker.","identified"
"5-Day Keyboard Rich Challenge","22","Waitlist Thank You","A","body","ActiveCampaign site tracking","inline_js","diffuser-cdn.app-us1.com / account 252390389","funnels/5-day-keyboard-rich-challenge/22-waitlist-thank-you/version-a/body.html","No migrated header scripts beyond dataLayer marker.","identified"
"5-Day Keyboard Rich Challenge","23","Dream Life Calculator","A","body","ActiveCampaign site tracking","inline_js","diffuser-cdn.app-us1.com / account 252390389","funnels/5-day-keyboard-rich-challenge/23-dream-life-calculator/version-a/body.html","No migrated header scripts beyond dataLayer marker.","identified"
"5-Day Keyboard Rich Challenge","24","Terms","A","body","No migrated scripts found","none","","funnels/5-day-keyboard-rich-challenge/24-terms/version-a/body.html","Body placeholder only; header has dataLayer marker only.","identified"
"5-Day Keyboard Rich Challenge","25","Privacy","A","body","No migrated scripts found","none","","funnels/5-day-keyboard-rich-challenge/25-privacy/version-a/body.html","Body placeholder only; header has dataLayer marker only.","identified"
"5-Day Keyboard Rich Challenge","26","NEW Registration Page","A","header","Trustpilot TrustBox widget","external_js","//widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js","funnels/5-day-keyboard-rich-challenge/26-new-registration-page/version-a/header.html","Trustpilot widget bootstrap.","identified"
"5-Day Keyboard Rich Challenge","26","NEW Registration Page","A","body","ActiveCampaign site tracking","inline_js","diffuser-cdn.app-us1.com / account 252390389","funnels/5-day-keyboard-rich-challenge/26-new-registration-page/version-a/body.html","Initializes vgo visitor tracking.","identified"
"5-Day Keyboard Rich Challenge","26","NEW Registration Page","A","body","FAQ accordion behavior","inline_js","jQuery faq-accord-question / faq-accord-answer","funnels/5-day-keyboard-rich-challenge/26-new-registration-page/version-a/body.html","Adds plus/minus accordion behavior.","identified"
"5-Day Keyboard Rich Challenge","27","VIP Thank You","A","header","Google Ads VIP purchase conversion","inline_js","AW-577876231/RUk3CIaCgvMYEIfixpMC","funnels/5-day-keyboard-rich-challenge/27-vip-thank-you/version-a/header.html","Simple gtag conversion with blank transaction_id.","identified"
"5-Day Keyboard Rich Challenge","27","VIP Thank You","A","body","CF Pro Tools Vimeo Autoplay Unmute Restart 1","external_js","https://cdn.cfptaddons.com/e74fd7fe-3746-4724-900c-cd680ecbaced.js","funnels/5-day-keyboard-rich-challenge/27-vip-thank-you/version-a/body.html","Vimeo autoplay/unmute/restart add-on.","identified"
"5-Day Keyboard Rich Challenge","27","VIP Thank You","A","body","ActiveCampaign site tracking","inline_js","diffuser-cdn.app-us1.com / account 252390389","funnels/5-day-keyboard-rich-challenge/27-vip-thank-you/version-a/body.html","Initializes vgo visitor tracking.","identified"
"5-Day Keyboard Rich Challenge","27","VIP Thank You","B","header","Google Ads VIP purchase conversion","inline_js","AW-577876231/RUk3CIaCgvMYEIfixpMC","funnels/5-day-keyboard-rich-challenge/27-vip-thank-you/version-b/header.html","Only difference from version A is funnel_step_version marker.","identified"
"5-Day Keyboard Rich Challenge","27","VIP Thank You","B","body","CF Pro Tools Vimeo Autoplay Unmute Restart 1","external_js","https://cdn.cfptaddons.com/e74fd7fe-3746-4724-900c-cd680ecbaced.js","funnels/5-day-keyboard-rich-challenge/27-vip-thank-you/version-b/body.html","Body file matches version A.","identified"
"5-Day Keyboard Rich Challenge","27","VIP Thank You","B","body","ActiveCampaign site tracking","inline_js","diffuser-cdn.app-us1.com / account 252390389","funnels/5-day-keyboard-rich-challenge/27-vip-thank-you/version-b/body.html","Body file matches version A.","identified"
"5-Day Keyboard Rich Challenge","28","Challenge Review Page","A","body","No migrated scripts found","none","","funnels/5-day-keyboard-rich-challenge/28-challenge-review-page/version-a/body.html","Body placeholder only; header has dataLayer marker only.","identified"
"5-Day Keyboard Rich Challenge","29","DoorDash VIP","A","header","Phone validation stylesheet","stylesheet","intl-tel-input 17.0.8 CSS","funnels/5-day-keyboard-rich-challenge/29-doordash-vip/version-a/header.html","Same header stack as VIP Upgrade A.","identified"
"5-Day Keyboard Rich Challenge","29","DoorDash VIP","A","header","Phone validation library","external_js","intl-tel-input 17.0.8 JS","funnels/5-day-keyboard-rich-challenge/29-doordash-vip/version-a/header.html","Same header stack as VIP Upgrade A.","identified"
"5-Day Keyboard Rich Challenge","29","DoorDash VIP","A","header","Meta Pixel base PageView","inline_js","Pixel IDs 992152782782277 and 223840571612758","funnels/5-day-keyboard-rich-challenge/29-doordash-vip/version-a/header.html","Same header stack as VIP Upgrade A.","identified"
"5-Day Keyboard Rich Challenge","29","DoorDash VIP","A","header","Meta Pixel noscript PageView pixels","noscript_pixel","facebook.com/tr for both pixel IDs","funnels/5-day-keyboard-rich-challenge/29-doordash-vip/version-a/header.html","Same header stack as VIP Upgrade A.","identified"
"5-Day Keyboard Rich Challenge","29","DoorDash VIP","A","header","Google Tag Manager web container","inline_js","GTM-MSSDW42T","funnels/5-day-keyboard-rich-challenge/29-doordash-vip/version-a/header.html","Same header stack as VIP Upgrade A.","identified"
"5-Day Keyboard Rich Challenge","29","DoorDash VIP","A","body","CF Pro Tools Vimeo Autoplay Unmute Restart 1","external_js","https://cdn.cfptaddons.com/e74fd7fe-3746-4724-900c-cd680ecbaced.js","funnels/5-day-keyboard-rich-challenge/29-doordash-vip/version-a/body.html","Body file matches VIP Upgrade A.","identified"
"5-Day Keyboard Rich Challenge","29","DoorDash VIP","A","body","ActiveCampaign site tracking","inline_js","diffuser-cdn.app-us1.com / account 252390389","funnels/5-day-keyboard-rich-challenge/29-doordash-vip/version-a/body.html","Body file matches VIP Upgrade A.","identified"
"5-Day Keyboard Rich Challenge","29","DoorDash VIP","A","body","Phone validation custom logic","inline_js","intlTelInput + IPinfo token f6106ad2dcab3d","funnels/5-day-keyboard-rich-challenge/29-doordash-vip/version-a/body.html","Body file matches VIP Upgrade A.","identified"
"5-Day Keyboard Rich Challenge","29","DoorDash VIP","A","body","Google Tag Manager noscript iframe","noscript_iframe","GTM-MSSDW42T","funnels/5-day-keyboard-rich-challenge/29-doordash-vip/version-a/body.html","Body file matches VIP Upgrade A.","identified"
"5-Day Keyboard Rich Challenge","29","DoorDash VIP","A","body","VIP paid 47 dataLayer/CAPI prep","inline_js","event bt_krc_vip_paid_47","funnels/5-day-keyboard-rich-challenge/29-doordash-vip/version-a/body.html","Body file matches VIP Upgrade A.","identified"
